Customer_ID,Customer_Name,Segment,Gender,City_Tier,Loyalty_Tier
CUST100091,Jessica Wilson,Corporate,Female,Tier 1,Platinum
CUST100092,Patricia Smith,Consumer,Male,Tier 2,Platinum
CUST100093,Karen Jackson,Home Office,Male,Tier 1,Gold
CUST100094,David Gonzalez,Home Office,Male,Tier 2,Platinum
CUST100095,Elizabeth Thomas,Corporate,Female,Tier 3,Platinum
CUST100096,William Moore,Home Office,Female,Tier 3,Gold
CUST100097,Mary Martinez,Home Office,Female,Tier 3,Silver
CUST100098,Sarah Miller,Corporate,Male,Tier 1,Platinum
CUST100099,Charles Miller,Consumer,Male,Tier 2,Platinum
CUST100100,Karen Brown,Corporate,Female,Tier 2,Silver
CUST100101,Susan Jackson,Consumer,Female,Tier 1,Silver
CUST100102,James Moore,Consumer,Female,Tier 1,Silver
CUST100103,William Gonzalez,Home Office,Female,Tier 1,Gold
CUST100104,Jessica Lopez,Corporate,Male,Tier 1,Silver
CUST100105,Linda Martin,Home Office,Male,Tier 1,Gold
CUST100106,Thomas Miller,Home Office,Male,Tier 3,Silver
CUST100107,Barbara Gonzalez,Consumer,Female,Tier 2,Silver
CUST100108,Patricia Miller,Home Office,Male,Tier 1,Gold
CUST100109,Robert Hernandez,Corporate,Female,Tier 3,Gold
CUST100110,Jessica Williams,Home Office,Female,Tier 1,Silver
CUST100111,Susan Garcia,Home Office,Female,Tier 3,Silver
CUST100112,Karen Johnson,Consumer,Male,Tier 1,Silver
CUST100113,Jennifer Thomas,Corporate,Male,Tier 2,Platinum
CUST100114,Michael Jones,Home Office,Female,Tier 1,Silver
CUST100115,Mary Gonzalez,Consumer,Male,Tier 1,Gold
CUST100116,Jennifer Martin,Home Office,Female,Tier 2,Platinum
CUST100117,Elizabeth Rodriguez,Corporate,Female,Tier 2,Gold
CUST100118,Patricia Anderson,Home Office,Female,Tier 1,Platinum
CUST100119,Richard Williams,Home Office,Male,Tier 2,Platinum
CUST100120,Jennifer Johnson,Consumer,Male,Tier 2,Gold
CUST100121,Jennifer Lopez,Home Office,Female,Tier 3,Platinum
CUST100122,Robert Williams,Consumer,Male,Tier 2,Gold
CUST100123,Thomas Jones,Corporate,Male,Tier 2,Silver
CUST100124,Linda Taylor,Home Office,Male,Tier 1,Platinum
CUST100125,David Anderson,Corporate,Male,Tier 1,Gold
CUST100126,Jennifer Wilson,Corporate,Female,Tier 3,Platinum
CUST100127,Jennifer Williams,Home Office,Male,Tier 1,Gold
CUST100128,Linda Gonzalez,Consumer,Female,Tier 2,Silver
CUST100129,Michael Jones,Corporate,Female,Tier 2,Silver
CUST100130,Patricia Anderson,Corporate,Male,Tier 2,Platinum
CUST100131,David Rodriguez,Home Office,Female,Tier 1,Platinum
CUST100132,John Miller,Home Office,Female,Tier 2,Gold
CUST100133,Robert Lopez,Home Office,Male,Tier 2,Gold
CUST100134,John Taylor,Home Office,Female,Tier 3,Platinum
CUST100135,Elizabeth Rodriguez,Home Office,Female,Tier 3,Gold
CUST100136,Richard Johnson,Home Office,Male,Tier 3,Gold
CUST100137,James Garcia,Consumer,Male,Tier 1,Gold
CUST100138,John Gonzalez,Corporate,Male,Tier 2,Platinum
CUST100139,Linda Smith,Consumer,Male,Tier 2,Silver
CUST100140,John Williams,Consumer,Male,Tier 2,Silver
CUST100141,Jennifer Hernandez,Home Office,Female,Tier 3,Gold
CUST100142,William Garcia,Corporate,Female,Tier 2,Platinum
CUST100143,Linda Garcia,Consumer,Male,Tier 2,Gold
CUST100144,James Wilson,Home Office,Male,Tier 2,Silver
CUST100145,Susan Taylor,Home Office,Female,Tier 2,Gold
CUST100146,Mary Lopez,Corporate,Male,Tier 2,Silver
CUST100147,Susan Smith,Consumer,Male,Tier 1,Platinum
CUST100148,Patricia Hernandez,Consumer,Female,Tier 2,Gold
CUST100149,Karen Gonzalez,Consumer,Female,Tier 1,Platinum
CUST100150,Elizabeth Johnson,Home Office,Female,Tier 2,Gold
CUST100151,Linda Miller,Corporate,Male,Tier 1,Gold
CUST100152,Robert Jackson,Corporate,Female,Tier 2,Gold
CUST100153,Thomas Wilson,Consumer,Male,Tier 2,Gold
CUST100154,Sarah Gonzalez,Home Office,Female,Tier 2,Gold
CUST100155,Linda Martin,Consumer,Male,Tier 2,Platinum
CUST100156,Thomas Thomas,Corporate,Male,Tier 3,Platinum
CUST100157,Jennifer Jackson,Home Office,Male,Tier 2,Silver
CUST100158,Thomas Williams,Consumer,Female,Tier 1,Gold
CUST100159,Susan Moore,Consumer,Female,Tier 3,Silver
CUST100160,James Jackson,Home Office,Female,Tier 3,Platinum
CUST100161,Michael Moore,Corporate,Male,Tier 2,Silver
CUST100162,Mary Smith,Home Office,Female,Tier 1,Platinum
CUST100163,Joseph Jones,Consumer,Female,Tier 1,Gold
CUST100164,William Martinez,Consumer,Male,Tier 3,Silver
CUST100165,Jessica Gonzalez,Consumer,Male,Tier 1,Silver
CUST100166,Mary Jackson,Consumer,Female,Tier 2,Silver
CUST100167,Barbara Garcia,Corporate,Female,Tier 2,Silver
CUST100168,Joseph Smith,Corporate,Female,Tier 2,Gold
CUST100169,Joseph Martin,Consumer,Male,Tier 2,Platinum
CUST100170,Elizabeth Miller,Corporate,Female,Tier 2,Platinum
CUST100171,Michael Lopez,Corporate,Male,Tier 3,Gold
CUST100172,David Hernandez,Corporate,Male,Tier 2,Platinum
CUST100173,Linda Jackson,Consumer,Female,Tier 2,Silver
CUST100174,Linda Davis,Home Office,Female,Tier 3,Gold
CUST100175,Thomas Taylor,Home Office,Male,Tier 3,Platinum
CUST100176,Charles Thomas,Home Office,Male,Tier 3,Gold
CUST100177,Thomas Johnson,Consumer,Female,Tier 1,Gold
CUST100178,Mary Martin,Corporate,Female,Tier 1,Platinum
CUST100179,Richard Brown,Corporate,Female,Tier 2,Platinum
CUST100180,Charles Hernandez,Consumer,Male,Tier 2,Gold
CUST100181,John Thomas,Consumer,Male,Tier 2,Gold
CUST100182,Mary Brown,Home Office,Female,Tier 1,Platinum
CUST100183,Michael Brown,Home Office,Male,Tier 2,Gold
CUST100184,Karen Johnson,Consumer,Male,Tier 2,Platinum
CUST100185,Michael Anderson,Home Office,Female,Tier 1,Gold
CUST100186,Richard Thomas,Corporate,Male,Tier 3,Gold
CUST100187,Sarah Rodriguez,Consumer,Female,Tier 1,Gold
CUST100188,William Brown,Consumer,Female,Tier 2,Platinum
CUST100189,Susan Thomas,Corporate,Male,Tier 1,Silver
CUST100190,Jessica Rodriguez,Corporate,Male,Tier 3,Platinum
CUST100191,Sarah Smith,Corporate,Female,Tier 3,Gold
CUST100192,Linda Thomas,Home Office,Male,Tier 3,Silver
CUST100193,Robert Jones,Consumer,Female,Tier 3,Silver
CUST100194,Elizabeth Moore,Home Office,Male,Tier 3,Gold
CUST100195,Linda Smith,Corporate,Male,Tier 3,Platinum
CUST100196,Michael Anderson,Home Office,Male,Tier 2,Silver
CUST100197,Elizabeth Anderson,Corporate,Female,Tier 2,Silver
CUST100198,William Jones,Home Office,Male,Tier 1,Platinum
CUST100199,Elizabeth Williams,Home Office,Female,Tier 2,Platinum
CUST100200,Karen Miller,Corporate,Female,Tier 3,Silver
CUST100201,Richard Brown,Home Office,Female,Tier 2,Platinum
CUST100202,Richard Williams,Consumer,Male,Tier 1,Silver
CUST100203,Jessica Williams,Home Office,Female,Tier 3,Gold
CUST100204,Patricia Garcia,Home Office,Female,Tier 2,Platinum
CUST100205,Jessica Martin,Consumer,Male,Tier 2,Silver
CUST100206,Sarah Wilson,Corporate,Female,Tier 1,Platinum
CUST100207,Michael Jones,Consumer,Female,Tier 3,Platinum
CUST100208,Michael Hernandez,Home Office,Male,Tier 1,Silver
CUST100209,Thomas Rodriguez,Corporate,Female,Tier 3,Gold
CUST100210,Patricia Taylor,Home Office,Male,Tier 3,Silver
CUST100211,Richard Johnson,Home Office,Female,Tier 2,Platinum
CUST100212,Patricia Williams,Consumer,Female,Tier 1,Silver
CUST100213,Karen Lopez,Consumer,Male,Tier 1,Platinum
CUST100214,Elizabeth Anderson,Corporate,Female,Tier 1,Silver
CUST100215,Thomas Martin,Corporate,Female,Tier 3,Gold
CUST100216,Mary Johnson,Corporate,Female,Tier 1,Gold
CUST100217,Thomas Thomas,Home Office,Male,Tier 3,Gold
CUST100218,Karen Garcia,Consumer,Male,Tier 1,Gold
CUST100219,David Taylor,Consumer,Male,Tier 1,Silver
CUST100220,Charles Rodriguez,Consumer,Male,Tier 2,Gold
CUST100221,Richard Gonzalez,Corporate,Male,Tier 1,Silver
CUST100222,Richard Hernandez,Consumer,Female,Tier 2,Platinum
CUST100223,Barbara Johnson,Consumer,Male,Tier 2,Platinum
CUST100224,Jessica Martin,Consumer,Male,Tier 3,Platinum
CUST100225,William Smith,Corporate,Male,Tier 1,Gold
CUST100226,Elizabeth Rodriguez,Consumer,Female,Tier 1,Gold
CUST100227,Charles Gonzalez,Corporate,Female,Tier 1,Gold
CUST100228,Linda Anderson,Consumer,Male,Tier 2,Platinum
CUST100229,Karen Rodriguez,Consumer,Female,Tier 1,Platinum
CUST100230,Karen Davis,Consumer,Female,Tier 3,Platinum
CUST100231,Thomas Johnson,Corporate,Female,Tier 3,Platinum
CUST100232,Charles Taylor,Corporate,Female,Tier 1,Silver
CUST100233,David Martin,Consumer,Male,Tier 2,Silver
CUST100234,Sarah Martin,Home Office,Male,Tier 3,Gold
CUST100235,David Anderson,Corporate,Female,Tier 3,Gold
CUST100236,Thomas Miller,Corporate,Female,Tier 2,Platinum
CUST100237,Charles Martinez,Consumer,Female,Tier 3,Silver
CUST100238,Jessica Jones,Home Office,Female,Tier 2,Silver
CUST100239,Robert Wilson,Consumer,Male,Tier 3,Gold
CUST100240,Sarah Brown,Corporate,Female,Tier 2,Silver
CUST100241,Joseph Brown,Corporate,Male,Tier 3,Gold
CUST100242,Thomas Hernandez,Consumer,Female,Tier 1,Platinum
CUST100243,Susan Williams,Consumer,Male,Tier 3,Platinum
CUST100244,Barbara Wilson,Home Office,Female,Tier 3,Gold
CUST100245,Robert Brown,Home Office,Male,Tier 1,Platinum
CUST100246,Richard Moore,Corporate,Male,Tier 1,Platinum
CUST100247,Jessica Moore,Home Office,Male,Tier 1,Silver
CUST100248,Mary Thomas,Home Office,Female,Tier 1,Silver
CUST100249,John Anderson,Corporate,Male,Tier 2,Silver
CUST100250,Robert Garcia,Corporate,Female,Tier 2,Silver
CUST100251,Karen Lopez,Corporate,Male,Tier 3,Silver
CUST100252,Linda Miller,Corporate,Male,Tier 3,Gold
CUST100253,James Johnson,Consumer,Female,Tier 3,Gold
CUST100254,John Anderson,Corporate,Male,Tier 2,Silver
CUST100255,Barbara Moore,Corporate,Female,Tier 3,Platinum
CUST100256,Elizabeth Hernandez,Corporate,Female,Tier 3,Platinum
CUST100257,Patricia Jones,Home Office,Female,Tier 2,Gold
CUST100258,Jennifer Hernandez,Corporate,Female,Tier 3,Gold
CUST100259,Barbara Hernandez,Consumer,Male,Tier 2,Gold
CUST100260,Michael Smith,Consumer,Male,Tier 2,Platinum
CUST100261,Karen Rodriguez,Corporate,Female,Tier 1,Gold
CUST100262,Jennifer Johnson,Consumer,Male,Tier 1,Platinum
CUST100263,David Martinez,Home Office,Male,Tier 2,Gold
CUST100264,Linda Anderson,Corporate,Female,Tier 2,Platinum
CUST100265,Richard Gonzalez,Consumer,Male,Tier 1,Gold
CUST100266,Linda Johnson,Consumer,Female,Tier 3,Gold
CUST100267,Susan Moore,Corporate,Male,Tier 3,Platinum
CUST100268,Barbara Williams,Consumer,Male,Tier 3,Gold
CUST100269,Joseph Martin,Corporate,Female,Tier 2,Silver
CUST100270,Sarah Wilson,Consumer,Male,Tier 1,Platinum
CUST100271,Jessica Hernandez,Home Office,Male,Tier 3,Gold
CUST100272,Barbara Hernandez,Consumer,Female,Tier 1,Platinum
CUST100273,Linda Miller,Consumer,Male,Tier 1,Gold
CUST100274,Mary Johnson,Corporate,Female,Tier 2,Silver
CUST100275,Barbara Hernandez,Consumer,Male,Tier 3,Gold
CUST100276,Joseph Gonzalez,Corporate,Female,Tier 1,Gold
CUST100277,Robert Anderson,Home Office,Female,Tier 2,Silver
CUST100278,Barbara Garcia,Corporate,Female,Tier 2,Platinum
CUST100279,James Gonzalez,Corporate,Female,Tier 2,Gold
CUST100280,Charles Martin,Consumer,Female,Tier 3,Gold
CUST100281,Robert Gonzalez,Home Office,Male,Tier 3,Silver
CUST100282,Elizabeth Jones,Corporate,Male,Tier 2,Platinum
CUST100283,Elizabeth Davis,Consumer,Female,Tier 3,Platinum
CUST100284,Charles Thomas,Consumer,Male,Tier 3,Silver
CUST100285,Thomas Smith,Corporate,Female,Tier 1,Silver
CUST100286,Charles Brown,Consumer,Male,Tier 2,Gold
CUST100287,Elizabeth Johnson,Corporate,Male,Tier 2,Silver
CUST100288,Jennifer Rodriguez,Corporate,Female,Tier 3,Silver
CUST100289,Patricia Jones,Corporate,Female,Tier 2,Silver
CUST100290,Linda Johnson,Home Office,Male,Tier 2,Platinum
CUST100291,Charles Garcia,Corporate,Male,Tier 2,Silver
CUST100292,Richard Jones,Consumer,Female,Tier 3,Gold
CUST100293,William Taylor,Home Office,Male,Tier 3,Gold
CUST100294,Linda Davis,Consumer,Male,Tier 3,Gold
CUST100295,Jessica Jackson,Home Office,Female,Tier 1,Silver
CUST100296,William Moore,Home Office,Male,Tier 2,Platinum
CUST100297,Robert Gonzalez,Home Office,Female,Tier 1,Silver
CUST100298,William Jones,Home Office,Female,Tier 3,Silver
CUST100299,Michael Johnson,Consumer,Female,Tier 1,Gold
CUST100300,Elizabeth Williams,Corporate,Male,Tier 2,Silver
CUST100301,Susan Miller,Consumer,Male,Tier 2,Platinum
CUST100302,Barbara Johnson,Corporate,Female,Tier 3,Gold
CUST100303,William Miller,Consumer,Female,Tier 3,Platinum
CUST100304,Susan Thomas,Home Office,Male,Tier 1,Platinum
CUST100305,Robert Martin,Home Office,Male,Tier 3,Platinum
CUST100306,Charles Martin,Corporate,Male,Tier 1,Silver
CUST100307,Barbara Garcia,Corporate,Female,Tier 2,Silver
CUST100308,Mary Anderson,Consumer,Female,Tier 2,Silver
CUST100309,Charles Smith,Corporate,Male,Tier 2,Silver
CUST100310,John Martinez,Consumer,Male,Tier 2,Gold
CUST100311,Robert Miller,Corporate,Male,Tier 2,Silver
CUST100312,Susan Johnson,Corporate,Female,Tier 1,Gold
CUST100313,Patricia Johnson,Corporate,Female,Tier 2,Platinum
CUST100314,Charles Taylor,Home Office,Male,Tier 1,Gold
CUST100315,Sarah Anderson,Home Office,Male,Tier 2,Silver
CUST100316,Thomas Williams,Consumer,Female,Tier 1,Gold
CUST100317,James Wilson,Corporate,Female,Tier 1,Silver
CUST100318,William Anderson,Consumer,Male,Tier 1,Silver
CUST100319,Joseph Garcia,Corporate,Male,Tier 3,Gold
CUST100320,Thomas Taylor,Home Office,Male,Tier 1,Gold
CUST100321,Sarah Johnson,Home Office,Female,Tier 1,Platinum
CUST100322,Patricia Garcia,Corporate,Male,Tier 2,Platinum
CUST100323,Richard Thomas,Corporate,Female,Tier 1,Platinum
CUST100324,Karen Taylor,Home Office,Female,Tier 1,Platinum
CUST100325,Sarah Miller,Home Office,Male,Tier 3,Platinum
CUST100326,Michael Smith,Consumer,Male,Tier 2,Gold
CUST100327,James Moore,Home Office,Female,Tier 3,Platinum
CUST100328,Robert Hernandez,Corporate,Male,Tier 3,Gold
CUST100329,Joseph Taylor,Consumer,Female,Tier 3,Platinum
CUST100330,Richard Brown,Corporate,Male,Tier 1,Silver
CUST100331,Patricia Brown,Consumer,Male,Tier 3,Platinum
CUST100332,Thomas Anderson,Corporate,Male,Tier 3,Silver
CUST100333,William Taylor,Home Office,Male,Tier 2,Gold
CUST100334,Jennifer Anderson,Corporate,Female,Tier 2,Platinum
CUST100335,Susan Martinez,Consumer,Female,Tier 2,Gold
CUST100336,Mary Martinez,Corporate,Female,Tier 2,Platinum
CUST100337,John Taylor,Consumer,Male,Tier 3,Gold
CUST100338,Linda Smith,Corporate,Female,Tier 2,Platinum
CUST100339,Charles Rodriguez,Home Office,Female,Tier 1,Platinum
CUST100340,Richard Moore,Home Office,Female,Tier 3,Silver
CUST100341,Michael Gonzalez,Corporate,Male,Tier 2,Gold
CUST100342,David Garcia,Corporate,Female,Tier 3,Gold
CUST100343,Jessica Taylor,Corporate,Male,Tier 2,Gold
CUST100344,Sarah Anderson,Consumer,Male,Tier 3,Gold
CUST100345,Charles Thomas,Corporate,Female,Tier 2,Gold
CUST100346,Thomas Jones,Corporate,Male,Tier 1,Silver
CUST100347,William Miller,Consumer,Female,Tier 2,Platinum
CUST100348,William Anderson,Home Office,Female,Tier 3,Silver
CUST100349,William Garcia,Corporate,Female,Tier 3,Gold
CUST100350,David Jackson,Corporate,Female,Tier 1,Gold
CUST100351,Barbara Rodriguez,Home Office,Female,Tier 3,Platinum
CUST100352,Charles Smith,Home Office,Male,Tier 1,Silver
CUST100353,John Taylor,Consumer,Female,Tier 3,Platinum
CUST100354,Jessica Hernandez,Corporate,Male,Tier 3,Platinum
CUST100355,David Martinez,Corporate,Female,Tier 1,Silver
CUST100356,Barbara Garcia,Consumer,Female,Tier 3,Platinum
CUST100357,Patricia Thomas,Home Office,Female,Tier 3,Silver
CUST100358,Jessica Wilson,Consumer,Male,Tier 1,Silver
CUST100359,Michael Hernandez,Home Office,Male,Tier 2,Gold
CUST100360,Charles Moore,Consumer,Male,Tier 1,Platinum
CUST100361,Robert Lopez,Home Office,Male,Tier 3,Gold
CUST100362,Karen Jones,Consumer,Female,Tier 2,Platinum
CUST100363,Michael Wilson,Home Office,Female,Tier 2,Platinum
CUST100364,Joseph Davis,Home Office,Male,Tier 2,Gold
CUST100365,John Rodriguez,Home Office,Male,Tier 1,Gold
CUST100366,David Gonzalez,Home Office,Male,Tier 2,Gold
CUST100367,Sarah Johnson,Home Office,Female,Tier 2,Silver
CUST100368,Mary Lopez,Corporate,Male,Tier 2,Platinum
CUST100369,John Thomas,Home Office,Male,Tier 3,Silver
CUST100370,Elizabeth Garcia,Corporate,Female,Tier 1,Platinum
CUST100371,Barbara Davis,Home Office,Male,Tier 1,Platinum
CUST100372,Robert Martin,Corporate,Female,Tier 3,Silver
CUST100373,Richard Martinez,Corporate,Female,Tier 2,Silver
CUST100374,James Williams,Consumer,Female,Tier 3,Platinum
CUST100375,Susan Rodriguez,Home Office,Female,Tier 3,Gold
CUST100376,Mary Jackson,Consumer,Female,Tier 2,Gold
CUST100377,Michael Jackson,Consumer,Male,Tier 2,Gold
CUST100378,Charles Hernandez,Home Office,Male,Tier 1,Gold
CUST100379,Robert Martinez,Consumer,Female,Tier 2,Platinum
CUST100380,Mary Smith,Home Office,Female,Tier 3,Gold
CUST100381,Susan Smith,Consumer,Male,Tier 3,Gold
CUST100382,Linda Lopez,Home Office,Male,Tier 2,Gold
CUST100383,Barbara Miller,Home Office,Female,Tier 1,Platinum
CUST100384,Elizabeth Moore,Home Office,Male,Tier 3,Silver
CUST100385,John Moore,Corporate,Male,Tier 2,Gold
CUST100386,Barbara Wilson,Consumer,Female,Tier 1,Platinum
CUST100387,Jessica Gonzalez,Corporate,Male,Tier 1,Platinum
CUST100388,Sarah Taylor,Consumer,Male,Tier 3,Gold
CUST100389,Joseph Jackson,Consumer,Male,Tier 3,Silver
CUST100390,Robert Martinez,Consumer,Male,Tier 1,Silver
CUST100391,Michael Williams,Corporate,Female,Tier 1,Silver
CUST100392,Sarah Hernandez,Consumer,Male,Tier 1,Platinum
CUST100393,Jessica Brown,Corporate,Female,Tier 2,Gold
CUST100394,Linda Taylor,Home Office,Male,Tier 3,Gold
CUST100395,Thomas Johnson,Consumer,Female,Tier 1,Platinum
CUST100396,Karen Brown,Consumer,Female,Tier 3,Gold
CUST100397,Karen Jackson,Home Office,Male,Tier 3,Gold
CUST100398,William Martinez,Home Office,Female,Tier 3,Silver
CUST100399,Richard Jackson,Consumer,Female,Tier 1,Gold
CUST100400,Susan Jackson,Home Office,Female,Tier 2,Gold
CUST100401,James Miller,Corporate,Female,Tier 1,Platinum
CUST100402,Barbara Johnson,Corporate,Female,Tier 3,Platinum
CUST100403,Charles Martinez,Consumer,Male,Tier 1,Silver
CUST100404,Jessica Thomas,Corporate,Female,Tier 1,Platinum
CUST100405,Linda Martin,Corporate,Female,Tier 3,Silver
CUST100406,William Moore,Consumer,Male,Tier 3,Silver
CUST100407,Joseph Johnson,Home Office,Male,Tier 1,Gold
CUST100408,Susan Johnson,Consumer,Female,Tier 1,Silver
CUST100409,Barbara Miller,Corporate,Male,Tier 1,Gold
CUST100410,Mary Gonzalez,Consumer,Male,Tier 1,Silver
CUST100411,Elizabeth Johnson,Consumer,Male,Tier 2,Platinum
CUST100412,Elizabeth Hernandez,Corporate,Male,Tier 1,Platinum
CUST100413,Elizabeth Thomas,Corporate,Male,Tier 2,Platinum
CUST100414,Mary Lopez,Consumer,Male,Tier 3,Silver
CUST100415,Joseph Taylor,Corporate,Female,Tier 2,Silver
CUST100416,Elizabeth Davis,Corporate,Female,Tier 3,Gold
CUST100417,Jessica Moore,Corporate,Male,Tier 2,Gold
CUST100418,Mary Brown,Corporate,Male,Tier 3,Gold
CUST100419,William Davis,Corporate,Female,Tier 1,Gold
CUST100420,Mary Hernandez,Corporate,Male,Tier 2,Silver
CUST100421,Patricia Davis,Home Office,Female,Tier 2,Silver
CUST100422,Patricia Martinez,Consumer,Male,Tier 3,Gold
CUST100423,Joseph Martin,Corporate,Female,Tier 3,Silver
CUST100424,Patricia Martinez,Consumer,Female,Tier 2,Silver
CUST100425,Jessica Lopez,Home Office,Male,Tier 3,Silver
CUST100426,Michael Williams,Corporate,Male,Tier 1,Silver
CUST100427,Joseph Thomas,Consumer,Male,Tier 2,Gold
CUST100428,Barbara Johnson,Corporate,Male,Tier 1,Gold
