Row_ID,Order_ID,Store Identifier,Order_Date,Ship_Date,Expected_Delivery_Date,Delivered_Date,Delivery_Status,Customer_ID,Ship_Mode,Product_ID,Quantity,Sales,Discount,Discount_Amount,Net_Sales,Profit
17208,ORD00000486,STORE1026,05-01-2022,07-01-2022,09-01-2022,11-01-2022,Late,CUST101418,Express,PROD7150,3,94609.35,0,0,94609.35,53038.62
21035,ORD00000393,STORE1027,05-01-2022,08-01-2022,13-01-2022,16-01-2022,Late,CUST100400,Same Day,PROD5100,1,14150.96,0.05,707.55,13443.41,7522.37
18049,ORD00000010,STORE1028,05-01-2022,10-01-2022,12-01-2022,11-01-2022,Early,CUST101500,Express,PROD8684,2,52173.24,0.05,2608.66,49564.58,25908.56
8641,ORD00000245,STORE1029,05-01-2022,08-01-2022,12-01-2022,11-01-2022,Early,CUST100227,Express,PROD5863,1,32345.03,0.05,1617.25,30727.78,14118.61
1396,ORD00000478,STORE1030,05-01-2022,06-01-2022,10-01-2022,13-01-2022,Late,CUST100246,Express,PROD8414,3,63091.38,0,0,63091.38,35357.43
2915,ORD00000054,STORE1031,05-01-2022,10-01-2022,13-01-2022,12-01-2022,Early,CUST100195,Same Day,PROD5316,2,69677.08,0.1,6967.71,62709.37,33127.67
37151,ORD00000561,STORE1032,05-01-2022,10-01-2022,12-01-2022,14-01-2022,Late,CUST101100,Express,PROD7505,2,47417.46,0,0,47417.46,14713.24
30353,ORD00000267,STORE1033,06-01-2022,09-01-2022,13-01-2022,15-01-2022,Late,CUST100499,Standard,PROD7154,3,105352.53,0,0,105352.53,60743.34
6048,ORD00000476,STORE1034,06-01-2022,09-01-2022,11-01-2022,10-01-2022,Early,CUST102545,Standard,PROD8766,2,23428.1,0.05,1171.4,22256.7,6042.14
6808,ORD00000749,STORE1035,06-01-2022,07-01-2022,11-01-2022,11-01-2022,On Time,CUST102243,Standard,PROD6655,2,24177.74,0.1,2417.77,21759.97,5980.63
15149,ORD00000973,STORE1036,06-01-2022,08-01-2022,13-01-2022,13-01-2022,On Time,CUST101436,Express,PROD7215,4,42115.28,0.1,4211.53,37903.75,15886.31
17799,ORD00000420,STORE1037,06-01-2022,07-01-2022,09-01-2022,10-01-2022,Late,CUST103095,Express,PROD8287,4,43920.44,0.05,2196.02,41724.42,13435.3
46063,ORD00000762,STORE1038,06-01-2022,11-01-2022,13-01-2022,15-01-2022,Late,CUST103284,Standard,PROD7204,3,113530.26,0.1,11353.03,102177.23,43404.41
10290,ORD00000690,STORE1039,06-01-2022,10-01-2022,15-01-2022,15-01-2022,On Time,CUST101055,Standard,PROD8999,3,43330.74,0,0,43330.74,22764.03
22850,ORD00000289,STORE1040,07-01-2022,11-01-2022,14-01-2022,14-01-2022,On Time,CUST103596,Express,PROD6294,3,85459.05,0,0,85459.05,47256.72
48336,ORD00000362,STORE1041,07-01-2022,09-01-2022,14-01-2022,16-01-2022,Late,CUST100456,Standard,PROD7282,3,17045.58,0.05,852.28,16193.3,6145.88
31012,ORD00000933,STORE1042,07-01-2022,10-01-2022,15-01-2022,18-01-2022,Late,CUST100987,Same Day,PROD8787,2,24567.12,0,0,24567.12,10381.68
28088,ORD00000107,STORE1043,07-01-2022,08-01-2022,11-01-2022,10-01-2022,Early,CUST101394,Standard,PROD8555,2,22548.12,0.05,1127.41,21420.71,9311.71
27742,ORD00000397,STORE1044,07-01-2022,12-01-2022,15-01-2022,14-01-2022,Early,CUST101452,Standard,PROD5701,1,9414.1,0,0,9414.1,3391.26
30466,ORD00000076,STORE1045,07-01-2022,08-01-2022,13-01-2022,13-01-2022,On Time,CUST103901,Same Day,PROD7049,2,54066.26,0.1,5406.63,48659.63,22191.53
5021,ORD00000943,STORE1046,07-01-2022,08-01-2022,10-01-2022,09-01-2022,Early,CUST102191,Express,PROD6760,4,4958.84,0.1,495.88,4462.96,1403.12
38207,ORD00000003,STORE1047,08-01-2022,11-01-2022,14-01-2022,17-01-2022,Late,CUST103303,Express,PROD8364,1,22367.01,0.1,2236.7,20130.31,5620.45
39586,ORD00000343,STORE1048,08-01-2022,12-01-2022,14-01-2022,13-01-2022,Early,CUST103380,Same Day,PROD8407,2,43105.84,0,0,43105.84,13948.04
21782,ORD00000825,STORE1049,08-01-2022,10-01-2022,15-01-2022,18-01-2022,Late,CUST100763,Express,PROD8450,2,44963.16,0,0,44963.16,24852.16
25953,ORD00000286,STORE1050,08-01-2022,13-01-2022,16-01-2022,19-01-2022,Late,CUST101100,Standard,PROD7872,2,23710.38,0.05,1185.52,22524.86,12590.32
21782,ORD00000080,STORE1051,08-01-2022,13-01-2022,17-01-2022,20-01-2022,Late,CUST100763,Express,PROD8450,2,44963.16,0,0,44963.16,24852.16
22888,ORD00000938,STORE1052,08-01-2022,11-01-2022,15-01-2022,18-01-2022,Late,CUST103984,Same Day,PROD7130,2,29024.52,0,0,29024.52,11334.06
42381,ORD00000745,STORE1053,08-01-2022,11-01-2022,16-01-2022,19-01-2022,Late,CUST102270,Express,PROD5638,2,63751.7,0.05,3187.58,60564.12,20609.66
30565,ORD00000814,STORE1054,08-01-2022,13-01-2022,16-01-2022,18-01-2022,Late,CUST102614,Standard,PROD7512,2,10870.88,0,0,10870.88,3245.78
8516,ORD00000518,STORE1055,08-01-2022,11-01-2022,14-01-2022,15-01-2022,Late,CUST101407,Standard,PROD5018,2,67412.06,0.05,3370.6,64041.46,24438.22
10777,ORD00000489,STORE1056,08-01-2022,09-01-2022,14-01-2022,16-01-2022,Late,CUST101092,Express,PROD5905,4,33980.92,0.05,1699.05,32281.87,16487.87
11815,ORD00000230,STORE1057,08-01-2022,11-01-2022,15-01-2022,14-01-2022,Early,CUST102516,Same Day,PROD5479,2,50169.28,0.05,2508.46,47660.82,23560.46
35420,ORD00000360,STORE1058,09-01-2022,13-01-2022,18-01-2022,21-01-2022,Late,CUST100621,Same Day,PROD8864,4,107076.4,0.1,10707.64,96368.76,36279.36
25040,ORD00000861,STORE1059,09-01-2022,14-01-2022,19-01-2022,18-01-2022,Early,CUST102672,Standard,PROD6367,4,45829.44,0.1,4582.94,41246.5,17527.54
14790,ORD00000220,STORE1060,09-01-2022,12-01-2022,14-01-2022,15-01-2022,Late,CUST101614,Same Day,PROD7400,3,63185.94,0.1,6318.59,56867.35,21719.95
17196,ORD00000422,STORE1061,09-01-2022,10-01-2022,13-01-2022,16-01-2022,Late,CUST103937,Express,PROD7138,2,11530.44,0.1,1153.04,10377.4,4550.76
2060,ORD00000660,STORE1062,09-01-2022,13-01-2022,16-01-2022,15-01-2022,Early,CUST102923,Express,PROD8283,2,48636.44,0,0,48636.44,14555.08
1232,ORD00000179,STORE1063,10-01-2022,11-01-2022,15-01-2022,17-01-2022,Late,CUST103249,Standard,PROD7762,4,26343.36,0,0,26343.36,12167.88
37660,ORD00000020,STORE1064,10-01-2022,13-01-2022,15-01-2022,17-01-2022,Late,CUST100803,Same Day,PROD7404,4,129111.84,0,0,129111.84,53564.4
1966,ORD00000563,STORE1065,10-01-2022,13-01-2022,17-01-2022,16-01-2022,Early,CUST101803,Express,PROD8911,1,15508.79,0,0,15508.79,5931.9
12391,ORD00000131,STORE1066,10-01-2022,13-01-2022,15-01-2022,18-01-2022,Late,CUST103442,Express,PROD9163,3,40309.47,0.05,2015.47,38294,20284.46
24029,ORD00000952,STORE1067,10-01-2022,12-01-2022,17-01-2022,18-01-2022,Late,CUST103009,Express,PROD6900,2,25309.8,0.1,2530.98,22778.82,5491.98
9945,ORD00000231,STORE1068,10-01-2022,11-01-2022,15-01-2022,17-01-2022,Late,CUST103470,Express,PROD5037,1,4805.18,0.05,240.26,4564.92,1408.26
17335,ORD00000953,STORE1069,10-01-2022,14-01-2022,18-01-2022,21-01-2022,Late,CUST101699,Same Day,PROD5724,3,8734.89,0.05,436.74,8298.15,4033.23
47561,ORD00000169,STORE1070,11-01-2022,12-01-2022,15-01-2022,18-01-2022,Late,CUST101384,Same Day,PROD9088,4,117472.16,0,0,117472.16,46010.84
14161,ORD00000064,STORE1071,11-01-2022,14-01-2022,19-01-2022,18-01-2022,Early,CUST101957,Express,PROD5200,3,86556.54,0.1,8655.65,77900.89,36421.12
5536,ORD00000582,STORE1072,11-01-2022,16-01-2022,21-01-2022,20-01-2022,Early,CUST103272,Same Day,PROD7955,1,3940.05,0.05,197,3743.05,1198.75
43098,ORD00000636,STORE1073,11-01-2022,12-01-2022,16-01-2022,16-01-2022,On Time,CUST102430,Same Day,PROD7013,1,29539.75,0.1,2953.98,26585.78,6739.75
16236,ORD00000893,STORE1074,11-01-2022,15-01-2022,17-01-2022,20-01-2022,Late,CUST103412,Same Day,PROD5987,3,130166.79,0,0,130166.79,70312.14
10043,ORD00000735,STORE1075,11-01-2022,15-01-2022,19-01-2022,20-01-2022,Late,CUST102977,Standard,PROD6810,1,19506.87,0.1,1950.69,17556.18,6204.02
13679,ORD00000280,STORE1076,11-01-2022,16-01-2022,21-01-2022,24-01-2022,Late,CUST102955,Express,PROD7982,4,15523.52,0,0,15523.52,7011.68
47795,ORD00001020,STORE1077,12-01-2022,16-01-2022,20-01-2022,21-01-2022,Late,CUST102960,Standard,PROD6757,1,19620.51,0.1,1962.05,17658.46,6588.63
24703,ORD00000172,STORE1078,12-01-2022,17-01-2022,19-01-2022,19-01-2022,On Time,CUST100897,Standard,PROD5848,2,20562.24,0,0,20562.24,6331.26
1944,ORD00000739,STORE1079,12-01-2022,13-01-2022,17-01-2022,17-01-2022,On Time,CUST101525,Express,PROD8732,3,3411.81,0.05,170.59,3241.22,1243.7
33108,ORD00000944,STORE1080,12-01-2022,15-01-2022,18-01-2022,21-01-2022,Late,CUST100650,Express,PROD7902,1,4547.73,0.05,227.39,4320.34,1639.08
6584,ORD00000664,STORE1081,12-01-2022,14-01-2022,18-01-2022,19-01-2022,Late,CUST102172,Standard,PROD6692,1,15868.65,0,0,15868.65,6802.62
27727,ORD00001002,STORE1082,13-01-2022,18-01-2022,21-01-2022,23-01-2022,Late,CUST101674,Same Day,PROD7821,2,54963.9,0.1,5496.39,49467.51,24054.67
17254,ORD00000325,STORE1083,13-01-2022,16-01-2022,19-01-2022,20-01-2022,Late,CUST101725,Express,PROD7350,3,30193.56,0.1,3019.36,27174.2,10585.34
7698,ORD00001048,STORE1084,13-01-2022,14-01-2022,17-01-2022,18-01-2022,Late,CUST103195,Same Day,PROD8732,1,1137.27,0.05,56.86,1080.41,414.57
22128,ORD00000851,STORE1085,13-01-2022,16-01-2022,19-01-2022,22-01-2022,Late,CUST102506,Same Day,PROD6803,1,35951.7,0,0,35951.7,19776.43
26086,ORD00000103,STORE1086,13-01-2022,16-01-2022,20-01-2022,23-01-2022,Late,CUST103461,Standard,PROD5548,3,18232.8,0.1,1823.28,16409.52,6445.92
5996,ORD00000679,STORE1087,13-01-2022,14-01-2022,16-01-2022,16-01-2022,On Time,CUST102868,Express,PROD8466,3,34617.33,0.05,1730.87,32886.46,16893.85
48421,ORD00000296,STORE1088,13-01-2022,17-01-2022,19-01-2022,18-01-2022,Early,CUST103783,Same Day,PROD8841,3,26865.63,0,0,26865.63,14095.92
2670,ORD00000949,STORE1089,13-01-2022,14-01-2022,18-01-2022,21-01-2022,Late,CUST103647,Standard,PROD5969,4,87029.8,0.05,4351.49,82678.31,28467.87
35754,ORD00000924,STORE1090,13-01-2022,18-01-2022,22-01-2022,25-01-2022,Late,CUST101266,Express,PROD8715,3,139646.85,0.05,6982.34,132664.51,73822.24
5444,ORD00000270,STORE1091,14-01-2022,15-01-2022,18-01-2022,21-01-2022,Late,CUST100111,Same Day,PROD5170,2,17715.54,0.1,1771.55,15943.99,5885.55
30469,ORD00000146,STORE1092,14-01-2022,16-01-2022,21-01-2022,23-01-2022,Late,CUST102463,Same Day,PROD8900,2,18722.5,0.05,936.12,17786.38,6455.36
25386,ORD00000776,STORE1093,14-01-2022,17-01-2022,22-01-2022,22-01-2022,On Time,CUST100888,Express,PROD7194,2,35008.12,0.1,3500.81,31507.31,15974.57
44738,ORD00000684,STORE1094,14-01-2022,19-01-2022,21-01-2022,23-01-2022,Late,CUST103997,Standard,PROD8434,3,50968.98,0,0,50968.98,28284.87
42602,ORD00000423,STORE1095,14-01-2022,15-01-2022,20-01-2022,19-01-2022,Early,CUST101016,Express,PROD7497,3,66855.48,0.1,6685.55,60169.93,27615.25
27145,ORD00000404,STORE1096,14-01-2022,19-01-2022,21-01-2022,21-01-2022,On Time,CUST103564,Express,PROD5398,4,102345.88,0.05,5117.29,97228.59,52372.47
48472,ORD00001005,STORE1097,14-01-2022,19-01-2022,23-01-2022,24-01-2022,Late,CUST102227,Same Day,PROD8009,4,31639.2,0.05,1581.96,30057.24,8336.56
11124,ORD00001047,STORE1098,14-01-2022,17-01-2022,21-01-2022,20-01-2022,Early,CUST101435,Express,PROD7924,3,34168.74,0.05,1708.44,32460.3,13334.34
41147,ORD00000263,STORE1099,14-01-2022,15-01-2022,18-01-2022,19-01-2022,Late,CUST101184,Express,PROD7483,3,8894.73,0,0,8894.73,4613.61
12154,ORD00000574,STORE1000,14-01-2022,19-01-2022,22-01-2022,25-01-2022,Late,CUST101694,Express,PROD5955,4,54179.76,0,0,54179.76,28486.68
1605,ORD00000670,STORE1001,14-01-2022,18-01-2022,23-01-2022,22-01-2022,Early,CUST102555,Same Day,PROD5863,3,97035.09,0,0,97035.09,47207.58
43944,ORD00000723,STORE1002,15-01-2022,19-01-2022,21-01-2022,22-01-2022,Late,CUST100222,Same Day,PROD7586,3,51165.33,0,0,51165.33,18933.09
19185,ORD00001060,STORE1003,15-01-2022,16-01-2022,19-01-2022,20-01-2022,Late,CUST100372,Same Day,PROD8551,2,24864.86,0.1,2486.49,22378.37,8301.29
34242,ORD00000591,STORE1004,15-01-2022,19-01-2022,24-01-2022,25-01-2022,Late,CUST102489,Standard,PROD6850,2,20950.18,0.1,2095.02,18855.16,9761.18
46754,ORD00000248,STORE1005,15-01-2022,18-01-2022,21-01-2022,24-01-2022,Late,CUST100376,Express,PROD6115,2,60440.4,0.1,6044.04,54396.36,26666.08
3866,ORD00000946,STORE1006,15-01-2022,17-01-2022,20-01-2022,21-01-2022,Late,CUST100848,Same Day,PROD5004,4,13317.32,0,0,13317.32,5837.28
33714,ORD00000862,STORE1007,15-01-2022,17-01-2022,19-01-2022,22-01-2022,Late,CUST100595,Standard,PROD5859,2,8706.24,0.05,435.31,8270.93,3095.09
8675,ORD00000134,STORE1008,16-01-2022,20-01-2022,22-01-2022,22-01-2022,On Time,CUST101581,Express,PROD8309,2,20874.82,0,0,20874.82,7521
31657,ORD00000802,STORE1009,16-01-2022,21-01-2022,25-01-2022,24-01-2022,Early,CUST101252,Express,PROD6397,3,138744.3,0.1,13874.43,124869.87,65461.86
41089,ORD00000403,STORE1010,16-01-2022,20-01-2022,24-01-2022,23-01-2022,Early,CUST102694,Standard,PROD7957,3,25670.58,0.05,1283.53,24387.05,12808.25
1772,ORD00000364,STORE1011,16-01-2022,19-01-2022,23-01-2022,23-01-2022,On Time,CUST103283,Express,PROD5366,1,13503.22,0,0,13503.22,4051.22
13770,ORD00000500,STORE1012,16-01-2022,20-01-2022,22-01-2022,21-01-2022,Early,CUST103680,Same Day,PROD6313,2,11721.18,0.05,586.06,11135.12,4281.7
13733,ORD00000593,STORE1013,17-01-2022,18-01-2022,23-01-2022,22-01-2022,Early,CUST103554,Same Day,PROD8138,2,69913.9,0,0,69913.9,33536.96
41598,ORD00000393,STORE1014,17-01-2022,21-01-2022,23-01-2022,26-01-2022,Late,CUST101174,Standard,PROD5130,2,11025.82,0.05,551.29,10474.53,4536.57
39880,ORD00000079,STORE1015,17-01-2022,22-01-2022,25-01-2022,26-01-2022,Late,CUST103181,Express,PROD8586,2,34987.74,0.1,3498.77,31488.97,10002.93
36431,ORD00000377,STORE1016,17-01-2022,20-01-2022,24-01-2022,25-01-2022,Late,CUST100107,Same Day,PROD5836,3,14379.27,0.1,1437.93,12941.34,6225.06
38833,ORD00000229,STORE1017,17-01-2022,18-01-2022,23-01-2022,24-01-2022,Late,CUST100931,Standard,PROD5456,2,70526.64,0,0,70526.64,37083.58
20602,ORD00000487,STORE1018,17-01-2022,20-01-2022,22-01-2022,24-01-2022,Late,CUST103568,Same Day,PROD6838,1,8865.96,0,0,8865.96,2849.99
26040,ORD00000699,STORE1019,17-01-2022,21-01-2022,24-01-2022,27-01-2022,Late,CUST100039,Same Day,PROD8566,4,77294.8,0,0,77294.8,29761.56
43527,ORD00001068,STORE1020,17-01-2022,22-01-2022,24-01-2022,25-01-2022,Late,CUST101671,Same Day,PROD8168,1,30156.85,0.05,1507.84,28649.01,15061.76
1168,ORD00000763,STORE1021,17-01-2022,21-01-2022,24-01-2022,24-01-2022,On Time,CUST101419,Same Day,PROD8613,2,74265.02,0.05,3713.25,70551.77,39203.63
21682,ORD00000485,STORE1022,18-01-2022,19-01-2022,24-01-2022,24-01-2022,On Time,CUST103642,Express,PROD7084,1,22706.89,0,0,22706.89,9344.55
20092,ORD00000902,STORE1023,18-01-2022,21-01-2022,26-01-2022,28-01-2022,Late,CUST100819,Same Day,PROD6567,1,31210.06,0.05,1560.5,29649.56,12275.22
5896,ORD00000036,STORE1024,18-01-2022,22-01-2022,27-01-2022,30-01-2022,Late,CUST102146,Express,PROD5504,3,54062.88,0.1,5406.29,48656.59,25715.05
23595,ORD00000823,STORE1025,19-01-2022,24-01-2022,27-01-2022,26-01-2022,Early,CUST101543,Express,PROD8763,3,130215.87,0,0,130215.87,74412.84
40328,ORD00000683,STORE1026,19-01-2022,20-01-2022,22-01-2022,22-01-2022,On Time,CUST103424,Express,PROD6838,3,26597.88,0.05,1329.89,25267.99,7220.08
33492,ORD00000947,STORE1027,19-01-2022,21-01-2022,24-01-2022,23-01-2022,Early,CUST103541,Standard,PROD8005,2,17764.98,0,0,17764.98,9217.92
16292,ORD00001049,STORE1028,20-01-2022,22-01-2022,27-01-2022,29-01-2022,Late,CUST103666,Same Day,PROD6850,3,31425.27,0.05,1571.26,29854.01,16213.04
17214,ORD00000525,STORE1029,20-01-2022,21-01-2022,24-01-2022,25-01-2022,Late,CUST100850,Same Day,PROD6200,1,4096.85,0.05,204.84,3892.01,1512.18
41532,ORD00000696,STORE1030,20-01-2022,22-01-2022,27-01-2022,29-01-2022,Late,CUST103783,Express,PROD8447,4,137956.6,0,0,137956.6,71883.12
34360,ORD00000466,STORE1031,20-01-2022,21-01-2022,26-01-2022,25-01-2022,Early,CUST103269,Same Day,PROD5290,3,29113.02,0.1,2911.3,26201.72,5512.07
42169,ORD00000800,STORE1032,20-01-2022,24-01-2022,28-01-2022,28-01-2022,On Time,CUST101461,Standard,PROD6185,1,27421.02,0,0,27421.02,13518.01
1058,ORD00000259,STORE1033,21-01-2022,24-01-2022,29-01-2022,01-02-2022,Late,CUST100907,Standard,PROD7216,3,67856.64,0,0,67856.64,37271.88
41018,ORD00000807,STORE1034,21-01-2022,26-01-2022,28-01-2022,31-01-2022,Late,CUST100445,Same Day,PROD7898,2,59262.58,0,0,59262.58,31513.52
7320,ORD00000401,STORE1035,21-01-2022,22-01-2022,24-01-2022,23-01-2022,Early,CUST103828,Express,PROD8583,3,63431.46,0.05,3171.57,60259.89,20700.93
43482,ORD00000530,STORE1036,22-01-2022,26-01-2022,28-01-2022,28-01-2022,On Time,CUST102873,Standard,PROD7646,1,9180.24,0.1,918.02,8262.22,3104.73
9172,ORD00000675,STORE1037,22-01-2022,26-01-2022,31-01-2022,31-01-2022,On Time,CUST100762,Standard,PROD6716,4,94960.12,0.1,9496.01,85464.11,28202.11
10029,ORD00000396,STORE1038,22-01-2022,26-01-2022,28-01-2022,29-01-2022,Late,CUST101033,Express,PROD6786,3,72708.99,0.05,3635.45,69073.54,28159.72
28461,ORD00000399,STORE1039,22-01-2022,26-01-2022,30-01-2022,02-02-2022,Late,CUST103032,Standard,PROD8836,3,82154.85,0.1,8215.48,73939.37,33400.43
35533,ORD00000634,STORE1040,22-01-2022,24-01-2022,26-01-2022,25-01-2022,Early,CUST102639,Standard,PROD7303,1,17455.05,0.1,1745.5,15709.54,7847.11
34208,ORD00000861,STORE1041,22-01-2022,23-01-2022,26-01-2022,28-01-2022,Late,CUST102832,Standard,PROD5039,4,13144.56,0.1,1314.46,11830.1,5284.98
26820,ORD00000658,STORE1042,22-01-2022,24-01-2022,29-01-2022,01-02-2022,Late,CUST100212,Same Day,PROD8460,2,64499.58,0.1,6449.96,58049.62,30803.24
23137,ORD00000929,STORE1043,22-01-2022,27-01-2022,31-01-2022,02-02-2022,Late,CUST103622,Standard,PROD7503,4,103047.96,0.1,10304.8,92743.16,20181.56
35863,ORD00000110,STORE1044,23-01-2022,24-01-2022,26-01-2022,29-01-2022,Late,CUST100232,Express,PROD7722,4,123385.4,0,0,123385.4,70664.64
12730,ORD00000164,STORE1045,23-01-2022,27-01-2022,01-02-2022,02-02-2022,Late,CUST103962,Same Day,PROD9144,2,57538.4,0.05,2876.92,54661.48,29204.52
16825,ORD00000959,STORE1046,23-01-2022,24-01-2022,29-01-2022,01-02-2022,Late,CUST103091,Same Day,PROD6334,4,29947.36,0.05,1497.37,28449.99,8027.35
3995,ORD00000074,STORE1047,23-01-2022,28-01-2022,31-01-2022,02-02-2022,Late,CUST100522,Express,PROD6178,2,34135.36,0.1,3413.54,30721.82,16137.66
19227,ORD00000856,STORE1048,24-01-2022,26-01-2022,29-01-2022,30-01-2022,Late,CUST101971,Standard,PROD5672,1,14011.69,0.1,1401.17,12610.52,4802.62
29429,ORD00000317,STORE1049,24-01-2022,25-01-2022,28-01-2022,31-01-2022,Late,CUST100760,Express,PROD8324,1,7001.96,0,0,7001.96,2266.95
34875,ORD00001072,STORE1050,24-01-2022,28-01-2022,30-01-2022,02-02-2022,Late,CUST102836,Standard,PROD7118,4,16226.92,0.05,811.35,15415.57,8339.73
24463,ORD00000076,STORE1051,24-01-2022,27-01-2022,30-01-2022,30-01-2022,On Time,CUST103582,Standard,PROD8589,1,22555.33,0.05,1127.77,21427.56,9203.1
25721,ORD00000073,STORE1052,25-01-2022,26-01-2022,30-01-2022,01-02-2022,Late,CUST103697,Express,PROD6437,2,55502.88,0,0,55502.88,20870.2
14279,ORD00000840,STORE1053,25-01-2022,27-01-2022,29-01-2022,01-02-2022,Late,CUST100354,Same Day,PROD7756,1,41050.77,0.1,4105.08,36945.69,18457.68
45905,ORD00000379,STORE1054,25-01-2022,27-01-2022,30-01-2022,01-02-2022,Late,CUST100151,Standard,PROD5958,1,25297.42,0.1,2529.74,22767.68,6809.56
45883,ORD00001061,STORE1055,25-01-2022,30-01-2022,02-02-2022,01-02-2022,Early,CUST103225,Express,PROD7753,1,6049.74,0.1,604.97,5444.77,1545.17
9451,ORD00000168,STORE1056,25-01-2022,30-01-2022,03-02-2022,02-02-2022,Early,CUST102637,Standard,PROD5912,1,15840.39,0,0,15840.39,7202.04
17322,ORD00000307,STORE1057,25-01-2022,29-01-2022,01-02-2022,01-02-2022,On Time,CUST103171,Standard,PROD8549,1,18826.37,0.05,941.32,17885.05,6712.56
